Timesteps,Eval/Return
40000,-25.208333333333343
80000,-20.833333333333368
120000,-20.833333333333368
160000,-16.875000000000007
200000,-18.541666666666675
240000,-20.625000000000018
280000,-18.125000000000004
320000,-20.20833333333336
360000,-17.50000000000001
400000,-20.625000000000032
440000,-20.62500000000003
480000,-20.00000000000002
520000,-24.583333333333343
560000,-21.04166666666669
600000,-18.333333333333343
640000,-26.041666666666657
680000,-18.958333333333343
720000,-24.791666666666657
760000,-24.166666666666675
800000,-20.625000000000025
840000,-19.375000000000018
880000,-19.79166666666669
920000,-19.79166666666669
960000,-18.333333333333343
1000000,-18.333333333333343
1040000,-21.875000000000018
1080000,-19.375000000000018
1120000,-18.958333333333343
1160000,-18.75000000000001
1200000,-17.29166666666667
1240000,-20.416666666666696
1280000,-20.000000000000018
1320000,-17.916666666666675
1360000,-16.666666666666675
1400000,-19.58333333333335
1440000,-19.16666666666668
1480000,-18.750000000000018
1520000,-18.95833333333335
1560000,-17.916666666666675
1600000,-19.583333333333357
1640000,-18.54166666666669
1680000,-20.208333333333357
1720000,-19.16666666666668
1760000,-17.50000000000001
1800000,-21.666666666666696
1840000,-17.500000000000004
1880000,-26.87499999999997
1920000,-20.00000000000002
1960000,-20.00000000000001
2000000,-18.54166666666668
2040000,-18.958333333333357
2080000,-17.708333333333343
2120000,-22.083333333333343
2160000,-19.58333333333335
2200000,-17.70833333333334
2240000,-16.45833333333334
2280000,-20.000000000000025
2320000,-19.583333333333357
2360000,-18.333333333333343
2400000,-17.91666666666668
2440000,-19.375000000000025
2480000,-18.12500000000001
2520000,-18.541666666666675
2560000,-17.708333333333343
2600000,-17.70833333333334
2640000,-19.58333333333335
2680000,-19.791666666666693
2720000,-19.16666666666668
2760000,-18.541666666666675
2800000,-17.708333333333343
2840000,-19.79166666666669
2880000,-20.83333333333336
2920000,-22.083333333333343
2960000,-18.75000000000001
3000000,-17.500000000000004
3040000,-19.375000000000018
3080000,-19.375000000000018
3120000,-21.25000000000002
3160000,-20.625
3200000,-19.79166666666668
3240000,-19.16666666666668
3280000,-17.291666666666675
3320000,-20.833333333333343
3360000,-17.916666666666675
3400000,-20.41666666666669
3440000,-22.08333333333332
3480000,-19.375000000000018
3520000,-17.708333333333346
3560000,-18.541666666666675
3600000,-17.50000000000001
3640000,-16.666666666666675
3680000,-18.12500000000001
3720000,-24.375
3760000,-19.583333333333357
3800000,-16.87500000000001
3840000,-16.041666666666668
3880000,-17.500000000000004
3920000,-16.875000000000004
3960000,-18.75
4000000,-16.458333333333332
4040000,-16.458333333333332
4080000,-18.958333333333343
4120000,-17.916666666666675
4160000,-18.333333333333357
4200000,-19.58333333333336
4240000,-18.75000000000001
4280000,-19.58333333333335
4320000,-17.291666666666682
4360000,-18.12500000000001
4400000,-17.708333333333343
4440000,-17.50000000000001
4480000,-17.083333333333336
4520000,-18.12500000000001
4560000,-17.500000000000004
4600000,-17.08333333333334
4640000,-19.16666666666668
4680000,-18.12500000000001
4720000,-15.833333333333336
4760000,-16.041666666666668
4800000,-16.25
4840000,-17.70833333333334
4880000,-17.291666666666675
4920000,-19.16666666666668
4960000,-17.08333333333334
5000000,-17.50000000000001
5040000,-24.375
5080000,-24.166666666666657
5120000,-17.916666666666675
5160000,-20.41666666666669
5200000,-20.41666666666668
5240000,-18.958333333333343
5280000,-17.29166666666667
5320000,-17.291666666666675
5360000,-16.041666666666668
5400000,-16.66666666666667
5440000,-20.83333333333336
5480000,-16.458333333333346
5520000,-16.041666666666668
5560000,-21.874999999999982
5600000,-17.70833333333334
5640000,-17.083333333333343
5680000,-16.458333333333343
5720000,-17.083333333333343
5760000,-17.708333333333346
5800000,-20.83333333333332
5840000,-17.291666666666675
5880000,-15.624999999999998
5920000,-16.458333333333346
5960000,-14.583333333333329
6000000,-17.916666666666675
6040000,-18.125000000000018
6080000,-17.083333333333336
6120000,-14.583333333333334
6160000,-16.25
6200000,-15.208333333333334
6240000,-16.25
6280000,-16.666666666666668
6320000,-15.416666666666666
6360000,-19.16666666666668
6400000,-16.458333333333336
6440000,-17.083333333333336
6480000,-17.708333333333343
6520000,-16.875000000000007
6560000,-17.083333333333343
6600000,-16.458333333333332
6640000,-17.500000000000007
6680000,-16.875000000000004
6720000,-15.000000000000002
6760000,-16.45833333333334
6800000,-16.875000000000004
6840000,-16.041666666666675
6880000,-15.833333333333334
6920000,-17.916666666666675
6960000,-18.54166666666668
7000000,-17.291666666666675
7040000,-18.750000000000018
7080000,-18.333333333333343
7120000,-18.333333333333343
7160000,-16.45833333333334
7200000,-14.374999999999996
7240000,-16.875000000000004
7280000,-16.04166666666666
7320000,-13.95833333333333
7360000,-20.20833333333332
7400000,-16.45833333333334
7440000,-16.458333333333332
7480000,-16.45833333333334
7520000,-16.875000000000004
7560000,-15.83333333333333
7600000,-16.249999999999996
7640000,-16.87500000000001
7680000,-19.166666666666657
7720000,-16.66666666666667
7760000,-15.625
7800000,-20.416666666666654
7840000,-21.041666666666668
7880000,-15.624999999999996
7920000,-14.583333333333323
7960000,-15.625000000000009
8000000,-16.66666666666667
8040000,-19.375000000000018
8080000,-17.500000000000004
8120000,-15.0
8160000,-16.458333333333343
8200000,-18.33333333333334
8240000,-15.20833333333333
8280000,-14.375
8320000,-15.833333333333336
8360000,-16.458333333333343
8400000,-15.208333333333334
8440000,-15.625000000000004
8480000,-15.83333333333333
8520000,-14.999999999999996
8560000,-14.583333333333323
8600000,-18.54166666666668
8640000,-14.79166666666666
8680000,-17.08333333333334
8720000,-14.791666666666666
8760000,-17.291666666666675
8800000,-16.666666666666668
8840000,-16.250000000000004
8880000,-15.416666666666666
8920000,-15.208333333333334
8960000,-20.624999999999982
9000000,-14.791666666666666
9040000,-14.166666666666655
9080000,-14.79166666666667
9120000,-24.99999999999997
9160000,-15.833333333333334
9200000,-14.583333333333334
9240000,-13.124999999999996
9280000,-18.125000000000004
9320000,-18.95833333333336
9360000,-15.625000000000009
9400000,-15.625000000000004
9440000,-19.79166666666666
9480000,-14.166666666666664
9520000,-14.583333333333334
9560000,-20.833333333333357
9600000,-13.333333333333329
9640000,-20.41666666666669
9680000,-16.041666666666668
9720000,-16.666666666666668
9760000,-15.416666666666666
9800000,-16.250000000000004
9840000,-15.208333333333336
9880000,-17.708333333333346
9920000,-16.041666666666668
9960000,-24.374999999999982
10000000,-15.208333333333334
10040000,-14.583333333333329
10080000,-15.625000000000002
10120000,-14.999999999999998
10160000,-13.749999999999986
10200000,-17.91666666666667
10240000,-15.625000000000002
10280000,-13.95833333333332
10320000,-15.625000000000004
10360000,-16.041666666666668
10400000,-16.250000000000004
10440000,-17.916666666666675
10480000,-15.625
10520000,-15.833333333333345
10560000,-16.87500000000001
10600000,-21.66666666666664
10640000,-18.333333333333343
10680000,-13.95833333333332
10720000,-20.8333333333333
10760000,-17.70833333333334
10800000,-17.916666666666675
10840000,-15.0
10880000,-14.166666666666655
10920000,-14.791666666666677
10960000,-17.916666666666675
11000000,-15.208333333333336
11040000,-21.24999999999997
11080000,-16.458333333333336
11120000,-17.291666666666675
11160000,-14.791666666666671
11200000,-15.625
11240000,-15.624999999999996
11280000,-17.08333333333334
11320000,-15.000000000000002
11360000,-16.25000000000001
11400000,-16.041666666666668
11440000,-20.20833333333333
11480000,-15.833333333333334
11520000,-16.25
11560000,-16.666666666666668
11600000,-19.58333333333333
11640000,-16.666666666666668
11680000,-17.083333333333343
11720000,-15.208333333333345
11760000,-17.5
11800000,-17.50000000000001
11840000,-13.333333333333329
11880000,-16.66666666666668
11920000,-18.333333333333357
11960000,-14.583333333333329
12000000,-16.458333333333332
12040000,-19.374999999999982
12080000,-15.416666666666666
12120000,-23.333333333333314
12160000,-17.916666666666675
12200000,-16.87500000000001
12240000,-14.791666666666671
12280000,-17.291666666666668
12320000,-14.791666666666666
12360000,-14.583333333333329
12400000,-14.374999999999998
12440000,-15.833333333333336
12480000,-17.291666666666675
12520000,-15.625000000000002
12560000,-15.20833333333333
12600000,-14.166666666666664
12640000,-19.375
12680000,-14.583333333333329
12720000,-16.458333333333336
12760000,-14.374999999999996
12800000,-16.458333333333332
12840000,-16.041666666666668
12880000,-12.083333333333323
12920000,-17.29166666666667
12960000,-15.625000000000004
13000000,-16.458333333333332
13040000,-14.375000000000004
13080000,-13.124999999999998
13120000,-16.875000000000004
13160000,-17.291666666666668
13200000,-16.25
13240000,-14.583333333333336
13280000,-15.833333333333334
13320000,-17.083333333333346
13360000,-17.291666666666668
13400000,-15.833333333333334
13440000,-17.916666666666686
13480000,-18.75000000000001
13520000,-21.249999999999968
13560000,-13.958333333333336
13600000,-14.58333333333333
13640000,-14.583333333333334
13680000,-14.374999999999991
13720000,-12.916666666666664
13760000,-13.333333333333329
13800000,-16.249999999999996
13840000,-13.958333333333334
13880000,-22.70833333333332
13920000,-20.416666666666675
13960000,-13.124999999999996
14000000,-16.45833333333334
14040000,-17.29166666666667
14080000,-16.041666666666675
14120000,-13.749999999999996
14160000,-12.708333333333323
14200000,-14.374999999999998
14240000,-17.70833333333334
14280000,-15.625
14320000,-15.0
14360000,-15.416666666666671
14400000,-16.45833333333334
14440000,-19.16666666666666
14480000,-16.250000000000014
14520000,-13.124999999999991
14560000,-15.41666666666666
14600000,-15.624999999999991
14640000,-19.375000000000018
14680000,-16.875000000000004
14720000,-18.541666666666675
14760000,-13.958333333333334
14800000,-16.250000000000004
14840000,-16.250000000000007
14880000,-17.29166666666667
14920000,-14.374999999999996
14960000,-15.833333333333334
15000000,-14.79166666666666
15040000,-16.249999999999996
15080000,-15.625
15120000,-15.416666666666671
15160000,-16.45833333333334
15200000,-16.666666666666675
15240000,-13.333333333333323
15280000,-18.12500000000001
15320000,-16.66666666666667
15360000,-16.041666666666668
15400000,-17.083333333333332
15440000,-17.083333333333343
15480000,-14.791666666666655
15520000,-14.79166666666667
15560000,-15.625000000000004
15600000,-16.666666666666668
15640000,-15.833333333333329
15680000,-17.500000000000004
15720000,-16.875
15760000,-15.624999999999998
15800000,-20.833333333333304
15840000,-13.958333333333345
15880000,-15.000000000000004
15920000,-16.666666666666668
15960000,-15.208333333333334
16000000,-18.333333333333343
16040000,-12.70833333333332
