Timesteps,Eval/Return
80000,-20.000000000000018
120000,-20.000000000000018
160000,-20.000000000000018
200000,-20.000000000000018
240000,-20.000000000000018
280000,-20.000000000000018
320000,-20.000000000000018
360000,-20.000000000000018
400000,-20.000000000000018
439997,-20.000000000000018
479997,-20.000000000000018
519997,-20.000000000000018
559997,-20.000000000000018
599997,-20.000000000000018
639997,-20.000000000000018
679997,-19.58333333333335
719997,-19.58333333333335
759997,-20.000000000000018
799980,-20.000000000000018
839980,-19.166666666666682
879980,-18.333333333333346
919980,-19.58333333333335
959980,-19.58333333333335
999965,-18.75000000000001
1039931,-19.58333333333335
1079931,-18.333333333333343
1119931,-18.750000000000014
1159931,-17.500000000000004
1199931,-18.333333333333346
1239884,-13.333333333333316
1279884,-12.083333333333314
1319832,-9.999999999999979
1359811,-9.583333333333307
1399789,-9.166666666666641
1439641,-9.583333333333302
1479527,-9.166666666666641
1519527,-8.333333333333307
1559506,-8.749999999999977
1599461,-7.499999999999975
1639350,-5.833333333333307
1679328,-3.7499999999999747
1719324,-2.083333333333307
1759215,-0.8333333333333052
1799173,3.0128677330765186e-14
1839118,-0.8333333333333043
1878952,2.886579864025407e-14
1918880,-0.8333333333333041
1958851,3.4031805151713e-14
1998821,3.14563190310461e-14
2038698,1.6666666666667027
2078646,3.656334494432182e-14
2118560,1.2500000000000402
2158415,2.9166666666666985
2198180,2.500000000000026
2238094,3.333333333333362
2277979,4.583333333333368
2317536,5.416666666666688
2357368,5.833333333333368
2397031,5.833333333333346
2436960,5.416666666666686
2476806,4.5833333333333455
2516508,5.8333333333333535
2556416,5.000000000000021
2596300,5.4166666666666785
2636230,4.583333333333338
2675919,3.3333333333333557
2715603,6.666666666666661
2755434,4.583333333333344
2795211,6.666666666666651
2835100,4.58333333333334
2875039,7.083333333333324
2914909,7.0833333333333215
2954540,9.166666666666645
2994447,6.6666666666666545
3034316,8.333333333333302
3074111,8.333333333333307
3113903,9.166666666666616
3153661,8.749999999999973
3192711,8.54166666666665
3231495,24.6458333333333
3269970,26.004166666666624
3308482,91.83499999999995
3345976,94.08999999999993
3382476,92.64999999999995
3419079,106.42499999999993
3455587,155.56999999999994
3491523,147.63499999999993
3525370,148.23499999999996
3559211,169.08499999999995
3590336,199.395
3621993,168.90499999999994
3652045,179.6649999999999
3680815,199.5999999999999
3706686,221.60999999999996
3731794,190.53999999999996
3753953,191.02499999999992
3775070,223.47999999999996
3794924,192.16
3812415,213.885
3828502,213.13999999999996
3846887,223.32499999999996
3863108,203.23499999999996
3878828,223.10499999999996
3894047,225.11904761904762
3908553,224.02499999999995
3922220,214.24285714285716
3936768,214.30499999999998
3950895,215.89499999999992
3964412,213.545
3977504,224.52999999999997
3990524,224.07999999999998
4003386,224.82
4016584,224.3904761904762
4029445,224.41499999999996
4042497,224.91499999999996
4055314,215.56499999999997
4067898,224.57
4081111,224.81904761904758
4093707,224.48095238095235
4106381,224.45999999999998
4118626,224.45499999999998
4131132,204.74499999999998
4143199,224.49545454545452
4155834,224.57499999999996
4167848,224.35499999999996
4179490,224.82000000000002
4190351,225.115
4201233,225.37000000000003
4211715,226.06999999999994
4222864,225.55499999999998
