Timesteps,Eval/Return
40000,-19.583333333333357
80000,-20.00000000000002
120000,-16.45833333333334
160000,-18.75000000000001
200000,-17.500000000000004
240000,-16.458333333333332
280000,-17.500000000000004
320000,-17.500000000000004
360000,-17.500000000000007
400000,-18.958333333333343
440000,-18.54166666666669
480000,-18.75000000000001
520000,-19.16666666666668
560000,-20.000000000000018
600000,-19.16666666666668
640000,-20.20833333333336
680000,-19.79166666666669
720000,-20.000000000000018
760000,-20.000000000000018
800000,-20.000000000000018
840000,-20.000000000000018
880000,-19.58333333333335
920000,-20.000000000000018
960000,-19.58333333333335
1000000,-20.000000000000018
1040000,-20.000000000000018
1080000,-20.000000000000018
1120000,-20.000000000000018
1160000,-20.000000000000018
1200000,-20.000000000000018
1240000,-20.000000000000018
1280000,-20.000000000000018
1320000,-20.000000000000018
1360000,-20.000000000000018
1400000,-19.58333333333335
1440000,-20.000000000000018
1480000,-20.000000000000018
1520000,-19.58333333333335
1560000,-19.16666666666668
1600000,-19.16666666666668
1640000,-20.000000000000018
1680000,-18.75000000000001
1720000,-19.58333333333335
1760000,-19.16666666666668
1800000,-19.58333333333335
1840000,-18.333333333333343
1880000,-19.583333333333357
1920000,-18.75000000000001
1960000,-19.58333333333335
2000000,-15.833333333333329
2040000,-17.083333333333332
2080000,-11.666666666666648
2120000,-14.166666666666655
2160000,-11.249999999999986
2200000,-10.416666666666645
2240000,-12.499999999999986
2280000,-8.74999999999998
2320000,-7.08333333333331
2360000,-5.416666666666639
2400000,-9.166666666666645
2440000,-6.666666666666642
2480000,-8.333333333333307
2520000,-8.749999999999973
2560000,-8.749999999999979
2600000,-4.999999999999973
2640000,-9.999999999999972
2680000,-7.083333333333307
2720000,-9.99999999999998
2760000,-6.666666666666646
2800000,-6.249999999999976
2840000,-5.833333333333307
2880000,-8.333333333333313
2920000,-4.999999999999974
2960000,-5.416666666666643
3000000,-4.999999999999973
3040000,-3.749999999999977
3080000,-4.16666666666665
3120000,-3.749999999999974
3160000,-5.8333333333333135
3200000,-5.416666666666644
3240000,-4.583333333333315
3280000,-6.249999999999981
3320000,-3.749999999999975
3360000,-4.166666666666644
3400000,-7.083333333333317
3440000,-4.583333333333313
3480000,-3.333333333333312
3520000,-3.333333333333312
3560000,-3.333333333333309
3600000,-4.166666666666646
3640000,-2.9166666666666488
3680000,-4.999999999999978
3720000,-2.499999999999974
3760000,-4.166666666666642
3800000,-5.416666666666647
3840000,-1.666666666666642
3880000,-0.8333333333333107
3920000,-2.0833333333333104
3960000,-3.3333333333333086
4000000,-5.416666666666644
4040000,-2.499999999999978
4080000,-1.8749999999999745
4120000,-4.166666666666646
4160000,-4.166666666666649
4200000,-2.4999999999999747
4240000,-2.499999999999975
4280000,-2.4999999999999827
4320000,-2.9166666666666448
4360000,-1.2499999999999758
4400000,-1.6666666666666423
4440000,-1.2499999999999734
4480000,-0.833333333333302
4520000,-1.2499999999999714
4560000,-1.249999999999973
4600000,0.4166666666666885
4640000,-0.8333333333333101
4680000,-2.4999999999999694
4720000,-0.8333333333333067
4760000,-2.083333333333313
4800000,-1.2499999999999718
4840000,-2.2916666666666443
