Timesteps,Eval/Return
39845,-22.708333333333385
79845,-9.16666666666666
119774,1.6750000000000114
159774,-8.124999999999979
199664,-12.708333333333323
239647,-13.749999999999986
279637,-14.166666666666664
319554,-15.416666666666666
359554,-18.12500000000001
399554,-17.708333333333343
439478,-17.916666666666682
479456,-18.333333333333343
519401,-17.08333333333334
559372,-18.54166666666668
599317,-19.58333333333335
639233,-18.541666666666675
679219,-18.333333333333343
719188,-20.000000000000018
759166,-20.000000000000018
799074,-20.000000000000018
838964,-19.58333333333335
878793,-19.58333333333335
918793,-19.16666666666668
958741,-20.20833333333336
998718,-20.000000000000018
1038718,-20.000000000000018
1078603,-19.58333333333335
1118517,-20.000000000000018
1158457,-20.000000000000018
1198315,-20.000000000000018
1238294,-19.58333333333335
1278155,-19.375000000000018
1318046,-19.58333333333335
1358024,-20.000000000000018
1397967,-19.16666666666668
1437901,-19.58333333333335
1477748,-15.416666666666664
1517695,-17.500000000000004
1557631,-19.58333333333335
1597605,-14.583333333333329
1637386,-18.75000000000001
1677177,-17.500000000000004
1717129,-15.833333333333329
1756917,-17.91666666666668
1796892,-16.25
1836799,-17.083333333333336
1876779,-17.500000000000007
1916738,-17.500000000000007
1956415,-17.916666666666675
1996415,-18.75000000000001
2036327,-18.333333333333343
2076102,-17.50000000000001
2116037,-13.749999999999991
2155799,-18.333333333333343
2195773,-11.458333333333314
2235622,-6.249999999999981
2275383,-9.583333333333307
2315279,-6.249999999999974
2355231,-7.08333333333331
2395074,-7.08333333333331
2434865,-5.833333333333307
2474512,-7.499999999999976
2514456,-8.749999999999984
2554437,-6.249999999999975
2594406,-8.749999999999977
2634037,-5.833333333333304
2673954,-3.749999999999977
2713832,-4.166666666666637
2753357,-8.749999999999977
2793225,-7.08333333333331
2833157,-8.749999999999973
2873076,-6.666666666666639
2913014,-5.208333333333311
2952835,-4.583333333333308
2992581,-4.166666666666642
3032315,-2.916666666666645
3072004,-4.999999999999976
3111958,-2.916666666666636
3151661,-3.3333333333333104
3191534,-3.541666666666643
3231416,-2.499999999999976
3271340,0.8333333333333569
3311126,-2.708333333333311
3351056,-2.08333333333331
3390934,-2.291666666666643
3430743,-0.4166666666666392
3470645,-1.249999999999973
3510545,-2.083333333333311
3550491,-0.8333333333333094
3590402,-0.4166666666666438
